Name,Chromosome,Region,Identifier,wtN_vs_wtO - Max group means,wtN_vs_wtO - Fold change,wtN_vs_wtO - Log fold change,wtN_vs_wtO - P-value,wtN_vs_wtO - FDR p-value,wtN_vs_wtO - Bonferroni,WT5_N - Total counts,WT5_N - RPKM,WT5_N - TPM,WT5_N - CPM,WT6_N - Total counts,WT6_N - RPKM,WT6_N - TPM,WT6_N - CPM,WT7_N - Total counts,WT7_N - RPKM,WT7_N - TPM,WT7_N - CPM,WT8_N - Total counts,WT8_N - RPKM,WT8_N - TPM,WT8_N - CPM,Wt11N - Total counts,Wt11N - RPKM,Wt11N - TPM,Wt11N - CPM,Wt13N - Total counts,Wt13N - RPKM,Wt13N - TPM,Wt13N - CPM,Wt14N - Total counts,Wt14N - RPKM,Wt14N - TPM,Wt14N - CPM,Wt17N - Total counts,Wt17N - RPKM,Wt17N - TPM,Wt17N - CPM,Wt19N - Total counts,Wt19N - RPKM,Wt19N - TPM,Wt19N - CPM,Wt20N - Total counts,Wt20N - RPKM,Wt20N - TPM,Wt20N - CPM,Wt0O - Total counts,Wt0O - RPKM,Wt0O - TPM,Wt0O - CPM,WT1_O - Total counts,WT1_O - RPKM,WT1_O - TPM,WT1_O - CPM,WT2_O - Total counts,WT2_O - RPKM,WT2_O - TPM,WT2_O - CPM,WT3_O - Total counts,WT3_O - RPKM,WT3_O - TPM,WT3_O - CPM,WT4_O - Total counts,WT4_O - RPKM,WT4_O - TPM,WT4_O - CPM
caiD,NC_000913,complement(35377..36162),948995,1.413396347,2.792811098,1.481717995,0.004641103,0.015515342,1,7,1.97448391,1.08593562,1.684229949,3,0.718519971,0.410100904,0.569057633,5,1.491688767,0.856523767,1.206336203,3,0.772487417,0.425528865,0.625623034,7,2.230507014,1.214216665,2.00160189,6,1.915372253,1.06485179,1.755242105,7,2.184373503,1.228495903,1.939925863,2,0.714286911,0.402442909,0.63894091,5,1.565055918,0.872209652,1.370641642,2,0.567187802,0.30704474,0.587965745,3,0.94702993,0.605865586,0.771345648,0,0,0,0,3,0.702310573,0.457268679,0.557588704,4,0.782214249,0.509660154,0.604984934,1,0.215069633,0.140189201,0.16867168
caiC,NC_000913,complement(36271..37824),944886,7.595648444,1.214093513,0.279879547,0.138174636,0.247940566,1,59,8.417422031,4.62945196,14.19565243,57,6.905004663,3.941085523,10.81209503,54,8.148421882,4.678802417,13.02843099,63,8.20506905,4.51980659,13.13808372,39,6.285526934,3.421639792,11.15178196,48,7.75023213,4.308743922,14.04193684,45,7.102527194,3.994475095,12.47095198,39,7.044964917,3.969268,12.45934774,60,9.499103874,5.293874798,16.44769971,46,6.598211769,3.571914293,13.52321212,41,6.546329157,4.188036116,10.54172385,52,7.046522641,4.558480486,11.06361847,64,7.578084737,4.934029088,11.89522568,66,6.528015824,4.253399317,9.982251411,62,6.744384401,4.396203449,10.45764414
caiB,NC_000913,complement(37898..39115),948997,6.221848211,1.656582247,0.728209833,0.000423336,0.001872867,1,39,7.098971357,3.904324476,9.383566861,48,7.418807188,4.234342341,9.104922133,36,6.930841601,3.979671021,8.685620661,41,6.812857005,3.752899068,8.550181469,35,7.196956127,3.917792688,10.00800945,17,3.502080467,1.946982706,4.973185964,26,5.23573269,2.944586239,7.205438921,28,6.45321278,3.635863526,8.945172735,31,6.2617656,3.489697927,8.497978182,29,5.307257292,2.873061497,8.525503296,10,2.037125137,1.303257664,2.571152158,23,3.976519077,2.572458152,4.893523554,32,4.834295435,3.14757028,5.947612839,35,4.416813214,2.877822422,5.293618173,35,4.85760723,3.166342306,5.903508788
caiA,NC_000913,complement(39244..40386),949064,17.45283786,1.838359696,0.878419074,7.11396E-07,5.61635E-06,0.003191321,93,18.03909822,9.921225087,22.3761979,119,19.59931378,11.18646193,22.57261945,114,23.38780057,13.42921359,27.50446543,140,24.78988491,13.65564196,29.1957416,71,15.55751461,8.469013276,20.30196203,54,11.85419363,6.590342573,15.79717894,75,16.09409049,9.051347766,20.78491996,63,15.47246686,8.717483809,20.12663865,72,15.49775057,8.636935891,19.73723965,73,14.23626497,7.706742387,21.46074968,41,8.900258539,5.693970362,10.54172385,51,9.39607486,6.078434155,10.85085658,64,10.30301284,6.708207526,11.89522568,96,12.90961469,8.411399078,14.51963842,70,10.35269572,6.748215099,11.80701758
caiT,NC_000913,complement(40417..41931),944765,0.781297726,1.032580607,0.046254408,0.901860001,0.941089548,1,7,1.024385712,0.563396302,1.684229949,10,1.242588993,0.709217405,1.896858778,7,1.083468197,0.62212459,1.688870684,3,0.40077565,0.220769431,0.625623034,4,0.66126488,0.359971447,1.143772508,3,0.496858941,0.27622888,0.877621052,6,0.971381937,0.546307089,1.662793597,7,1.297031875,0.73077257,2.236293184,0,0,0,0,3,0.441395656,0.238947689,0.881948617,1,0.163776793,0.104776755,0.257115216,6,0.83399057,0.539518559,1.276571362,10,1.214556898,0.790788078,1.858629012,9,0.913099603,0.594939922,1.361216102,7,0.781064766,0.509122763,1.180701758
fixA,NC_000913,42403..43173,947316,1.443627204,-1.054053475,-0.075948061,0.853724262,0.909909014,1,4,1.150227425,0.632607298,0.962417114,5,1.220831598,0.696799202,0.948429389,5,1.520709949,0.873187654,1.206336203,5,1.312527258,0.723012727,1.042705057,2,0.649686312,0.353668445,0.571886254,2,0.650878768,0.36185625,0.585080702,3,0.954373304,0.536741401,0.831396799,1,0.364091772,0.205136269,0.319470455,5,1.595504477,0.889178711,1.370641642,7,2.023779045,1.095564306,2.057880106,7,2.252727486,1.441189993,1.799806511,6,1.638775245,1.060143471,1.276571362,4,0.95463227,0.621553275,0.743451605,2,0.398716212,0.259787861,0.302492467,9,1.973284805,1.286249559,1.518045117
fixB,NC_000913,43188..44129,948939,1.085319381,1.097521268,0.134248897,0.749319903,0.837431262,1,10,2.353570448,1.294427354,2.406042785,7,1.398901939,0.798434245,1.327801144,1,0.248931501,0.142935813,0.241267241,6,1.289119129,0.710118233,1.251246069,8,2.126998499,1.157869941,2.287545017,1,0.266362808,0.148084485,0.292540351,3,0.781127195,0.439307452,0.831396799,1,0.297998679,0.167898156,0.319470455,4,1.044699747,0.582213831,1.096513314,3,0.709887918,0.38429485,0.881948617,5,1.316994914,0.842551929,1.285576079,3,0.670645283,0.433848523,0.638285681,8,1.562678302,1.017447081,1.48690321,6,0.979013375,0.637886753,0.907477401,5,0.89726503,0.584865776,0.843358398
fixC,NC_000913,44180..45466,948958,1.004142175,1.427606743,0.513598621,0.15276202,0.268129669,1,6,1.033595973,0.568461803,1.443625671,4,0.585088523,0.33394386,0.758743511,6,1.09320967,0.627718118,1.447603444,7,1.100809575,0.606386898,1.45978708,4,0.778412038,0.423742612,1.143772508,3,0.584880572,0.325164533,0.877621052,6,1.143468248,0.643088764,1.662793597,8,1.744924668,0.983123937,2.555763639,4,0.764652029,0.426142525,1.096513314,7,1.212380454,0.656317078,2.057880106,3,0.578372591,0.370015812,0.771345648,3,0.490868576,0.317548802,0.638285681,4,0.571889262,0.372352428,0.743451605,6,0.716573892,0.46689147,0.907477401,10,1.313478878,0.85616715,1.686716797
fixX,NC_000913,45463..45750,948590,0.923435681,-1.116567381,-0.159070315,0.823255141,0.888800801,1,0,0,0,0,2,1.307307169,0.746155812,0.379371756,0,0,0,0,0,0,0,0,1,0.869632199,0.47339995,0.285943127,0,0,0,0,1,0.851645622,0.478967153,0.277132266,0,0,0,0,3,2.562779066,1.428243305,0.822384985,2,1.547950044,0.83797627,0.587965745,1,0.861534173,0.551169387,0.257115216,2,1.462379298,0.946030806,0.425523787,1,0.638907535,0.415987478,0.185862901,2,1.067396527,0.695473752,0.302492467,1,0.586960874,0.382599695,0.16867168
yaaU,NC_000913,45807..47138,944766,0.968407232,-1.051573762,-0.072550051,0.84766697,0.905164867,1,11,1.830908182,1.006971189,2.646647063,8,1.130644038,0.645323945,1.517487022,5,0.880230759,0.505426187,1.206336203,8,1.215565785,0.669600976,1.668328091,4,0.752114334,0.409426984,1.143772508,4,0.75349479,0.418905659,1.170161403,1,0.184139594,0.103560465,0.277132266,3,0.632240441,0.356216359,0.958411364,5,0.923523988,0.514682272,1.370641642,2,0.334691901,0.181184058,0.587965745,3,0.558832977,0.357515278,0.771345648,2,0.316190119,0.204547201,0.425523787,7,0.966995188,0.62960267,1.301040308,15,1.730913287,1.127795273,2.268693503,10,1.269104592,0.827242585,1.686716797
kefF,NC_000913,47246..47776,944767,17.7800809,1.271519276,0.346553333,0.051786476,0.114397798,1,41,17.11856833,9.414947882,9.864775418,44,15.59905504,8.903282907,8.346178622,41,18.10589914,10.39635967,9.891956864,69,26.29948686,14.48721434,14.38932979,38,17.92326701,9.756853204,10.86583883,32,15.1209802,8.406513565,9.361291227,42,19.40019857,10.91070938,11.63955518,36,19.03150888,10.72271616,11.50093637,44,20.38640071,11.36139307,12.06164645,21,8.815444316,4.772203842,6.173640318,26,12.14909206,7.772422545,6.684995612,41,16.25967491,10.51857981,8.72323764,45,15.59367542,10.15291473,8.363830554,57,16.4994175,10.75037393,8.62103531,49,15.59923135,10.16807326,8.264912304
kefC,NC_000913,47769..49631,944773,16.60624963,-1.079552923,-0.11043397,0.465262354,0.610393686,1,127,15.11363645,8.312266346,30.55674337,130,13.13622663,7.497604293,24.65916411,149,18.75444318,10.76875196,35.94881885,145,15.75244067,8.677317,30.23844666,95,12.77141007,6.95234709,27.16459708,102,13.73762966,7.637439407,29.83911578,87,11.45401648,6.441761125,24.11050716,84,12.65702603,7.131210588,26.83551821,96,12.677709,7.065319537,26.31631953,110,13.16131438,7.124822391,32.33811595,132,17.58029152,11.24705068,33.93920849,136,15.37264422,9.944748956,28.93561754,169,16.69184516,10.86792407,31.4108303,210,17.32585667,11.28884931,31.76170904,177,16.06061057,10.46881485,29.8548873
folA,NC_000913,49823..50302,944790,132.8235475,-1.440753608,-0.526823632,0.000180785,0.000881524,0.811002177,153,70.66889467,38.86679933,36.81245461,266,104.3231121,59.54323378,50.45644348,135,65.95128961,37.86905706,32.57107748,163,68.72884922,37.8596577,33.99218486,146,76.17978061,41.46983561,41.74769656,153,79.97876266,44.46421755,44.75867368,212,108.3293231,60.92462181,58.75204043,109,63.74564249,35.91551439,34.82227958,239,122.5008394,68.27002997,65.5166705,158,73.37283207,39.72007519,46.44929382,200,103.3841007,66.14032646,51.42304317,337,147.846547,95.64371449,71.70075816,361,138.387372,90.10288783,67.09650734,447,143.1378742,93.26303013,67.60706638,373,131.3618435,85.62581182,62.91453652
apaH,NC_000913,complement(50380..51222),944770,39.00846167,1.254944766,0.327623868,0.011996106,0.034308348,1,144,37.87154498,20.82876414,34.6470161,164,36.6232101,20.90298417,31.10848395,135,37.55233572,21.56245242,32.57107748,212,50.89803213,28.03745583,44.21069442,162,48.12996425,26.20041288,46.32278659,85,25.29972722,14.06539108,24.86592982,141,41.02446668,23.07223978,39.07564953,126,41.95736565,23.63958243,40.25327731,130,37.94007443,21.14410017,35.6366827,124,32.78789558,17.74958989,36.45387616,116,34.14250728,21.84278397,29.82536504,131,32.72398942,21.16954345,27.87180807,161,35.1421881,22.8807917,29.92392709,188,34.27824291,22.33435992,28.4342919,174,34.89179514,22.74357762,29.34887226
apaG,NC_000913,complement(51229..51606),944772,139.4172852,1.1154047,0.157567255,0.18903747,0.315484408,1,274,160.7077675,88.38678714,65.92557231,255,126.9955536,72.48370743,48.36989883,252,156.3289828,89.76369081,60.79934463,270,144.5655023,79.63468754,56.30607309,233,154.3804208,84.03976253,66.62474862,174,115.4999872,64.21225317,50.90202104,218,141.4542823,79.55416326,60.41483403,202,150.0115891,84.51939895,64.53303188,204,132.776363,73.99660551,55.92217901,189,111.4524031,60.33429143,55.56276286,215,141.1275026,90.28679485,55.27977141,260,144.8451876,93.70209888,55.31809235,289,140.6813543,91.59648097,53.71437845,317,128.9008377,83.98673499,47.94505602,299,133.7152771,87.1598544,50.43283222
rsmA,NC_000913,complement(51609..52430),944939,152.8798894,-1.068368482,-0.095409321,0.444194662,0.590067294,1,486,131.0818484,72.09298974,116.9336793,587,134.4331635,76.72878158,111.3456102,561,160.037517,91.89312143,135.350922,589,145.0227655,79.88657342,122.8306557,393,119.7426409,65.18406317,112.375649,399,121.7939079,67.71136034,116.7236,442,131.88696,74.17348256,122.4924616,382,130.453816,73.50017544,122.0377137,378,113.1364072,63.05120809,103.6205082,415,112.5370981,60.92148648,122.002892,469,141.5683014,90.5687974,120.5870362,602,154.2223073,99.7682707,128.08266,723,161.8441393,105.3753975,134.3788776,808,151.0872514,98.44253283,122.2069567,757,155.6774475,101.4754929,127.6844615
pdxA,NC_000913,complement(52427..53416),944919,104.5411875,1.073050094,0.101717428,0.379879167,0.528050625,1,460,103.0150653,56.65669302,110.6779681,494,93.93596242,53.6146867,93.70482361,458,108.4828396,62.2905612,110.5003962,552,112.8487073,62.16331973,115.1146383,386,97.65179017,53.15851073,110.3740471,383,97.07067886,53.96647359,112.0429544,430,106.5331251,59.91443655,119.1668745,391,110.8681511,62.46523716,124.9129478,476,118.2916689,65.92424854,130.4850843,324,72.95066387,39.49153621,95.25045062,398,99.74999293,63.81539377,102.3318559,461,98.05917912,63.43566568,98.08323298,538,99.99483744,65.10582208,99.99424085,748,116.1327421,75.66754421,113.1321827,637,108.7691859,70.89920172,107.4438599
surA,NC_000913,complement(53416..54702),944812,335.3129227,1.042129326,0.059534324,0.709518022,0.810516385,1,1806,311.1123879,171.1070027,434.531327,2180,318.8732452,181.9994036,413.5152135,1631,297.1708286,170.6347083,393.5068694,1985,312.1581437,171.953999,413.9539077,1657,322.4571868,175.5353772,473.8077616,1740,339.2307315,188.5954289,509.0202104,1602,305.3060221,171.7047001,443.9658904,1405,306.4523948,172.6611415,448.855989,1722,329.1826985,183.4543568,472.0489816,1807,312.9673543,169.4235658,531.2270502,1742,335.8416848,214.8558484,447.894706,2089,341.8081515,221.1198158,444.4595959,2194,313.6812601,204.2353069,407.7832053,2899,346.2246189,225.5863952,438.4628309,2581,339.0088984,220.9767415,435.3416052
lptD,NC_000913,complement(54755..57109),945011,310.2952531,-1.036977595,-0.052384723,0.706733205,0.808158338,1,2951,277.8154557,152.7942048,710.0232258,3635,290.5719171,165.8461988,689.5081657,2756,274.422087,157.5724407,664.9325151,3105,266.8476597,146.9944742,647.5198405,2319,246.6254759,134.2550197,663.1021118,2627,279.8940387,155.6071764,768.5035016,2507,261.1047836,146.8458377,694.7705913,2218,264.3844283,148.9592444,708.5854688,2701,282.1734016,157.2559558,740.4206152,2777,262.8478331,142.2915731,816.3904363,2923,307.9660906,197.0223432,751.5477759,3534,316.0080575,204.4294238,751.9005322,4106,320.8178553,208.8818857,763.1530724,4597,300.0349656,195.491027,695.2789354,4272,306.6492966,199.8837277,720.5654155
djlA,NC_000913,57364..58179,948992,54.89830069,1.010695197,0.015347978,0.891450525,0.934356788,1,168,45.64542216,25.10427638,40.42151879,228,52.59988846,30.02179855,43.24838013,190,54.60019619,31.35128907,45.84077571,242,60.02302964,33.06400998,50.46692477,146,44.81163565,24.39402095,41.74769656,149,45.81636154,25.4716202,43.58851227,178,53.50338378,30.090407,49.32954338,148,50.91395083,28.68589385,47.28162732,156,47.03453345,26.21246536,42.76401924,182,49.71651316,26.91382608,53.50488275,169,51.38797947,32.87563286,43.45247148,212,54.71019021,35.39268192,45.10552146,232,52.31525226,34.06203353,43.12019308,305,57.45104835,37.43285194,46.13010122,283,58.62703314,38.2149578,47.73408535
yabP,NC_000913,58474..59124,945039,55.88583847,1.165262985,0.22065559,0.077424475,0.157875542,1,167,56.87397565,31.27980718,40.18091451,205,59.2806569,33.83489949,38.88560494,213,76.72367127,44.05453028,51.38992225,203,63.11139133,34.76525069,42.33382532,151,58.09303388,31.62398928,43.17741219,130,50.1056674,27.85626111,38.03024561,131,49.35619973,27.75802263,36.30432687,133,57.35032648,32.31227101,42.48957049,134,50.64145915,28.22261425,36.73319601,109,37.32200289,20.20410988,32.04413308,131,49.92927998,31.94242495,33.68209328,143,46.25701153,29.92421867,30.42495079,187,52.8556132,34.41385813,34.75636253,250,59.02653604,38.45937799,37.81155838,209,54.27088925,35.37548519,35.25238105
yabQ,NC_000913,59121..59279,38094933,96.22844285,-1.030763402,-0.04371322,0.824019012,0.888883865,1,79,110.1559784,60.58408478,19.007738,80,94.71810435,54.06110033,15.17487022,69,101.761319,58.43108175,16.6474396,81,103.1052073,56.79606017,16.89182193,54,85.05987393,46.30387434,15.44092886,51,80.48177374,44.74386672,14.91955789,52,80.21537631,45.11328351,14.41087784,40,70.62006438,39.78869519,12.77881819,38,58.79885556,32.76875205,10.41687648,45,63.08626593,34.15148571,13.22922925,50,78.02573639,49.91722752,12.85576079,78,103.304681,66.82904411,16.59542771,84,97.21038416,63.29288729,15.6124837,104,100.5366691,65.50575414,15.72960828,96,102.0647436,66.52903381,16.19248125
rluA,NC_000913,complement(59687..60346),946262,32.81981305,-1.15538305,-0.208371235,0.254323125,0.391655866,1,88,29.56084483,16.25800756,21.17317651,100,28.52306551,16.27976317,18.96858778,98,34.81872798,19.99282204,23.64418958,111,34.03860464,18.75034916,23.14805227,68,25.80435906,14.0470676,19.44413264,54,20.52930806,11.41327509,15.79717894,52,19.32461338,10.86820012,14.41087784,58,24.66887249,13.89891466,18.52928638,53,19.7566968,11.01045748,14.52880141,59,19.92633874,10.78703998,17.34498946,89,33.45885441,21.40541475,22.88325421,92,29.35394082,18.98941836,19.57409422,125,34.8495019,22.6902261,23.23286265,150,34.93297724,22.76095915,22.68693503,123,31.50379089,20.5351691,20.7466166
rapA,NC_000913,complement(60358..63264),948523,27.8220996,-1.310325606,-0.389925355,0.002073928,0.007645225,1,206,15.71087212,8.640736733,49.56448137,364,23.57200295,13.45390541,69.04565951,295,23.79620739,13.66371971,71.17383597,319,22.20947827,12.23421103,66.52458265,230,19.81576775,10.78707006,65.76691924,161,13.8964968,7.725761644,47.09899648,188,15.86222929,8.920948577,52.10086604,242,23.36875505,13.16640363,77.31185007,215,18.19599585,10.14067486,58.93759062,217,16.63926486,9.007596312,63.79428328,323,27.56909352,17.63742039,83.04821472,381,27.59957957,17.85450091,81.06228148,431,27.28115393,17.76253654,80.10691042,602,31.83022708,20.73932873,91.05023257,427,24.83044389,16.18527008,72.02280722
polB,NC_000913,complement(63429..65780),944779,10.81345185,1.16598078,0.221544008,0.135356443,0.244448069,1,127,11.97138805,6.584078318,30.55674337,152,12.1659606,6.943817351,28.83225342,141,14.0576445,8.071862503,34.01868092,155,13.33788861,7.347247958,32.32385677,112,11.92638444,6.49234217,32.02563024,75,8.001076697,4.448201035,21.94052631,96,10.01118119,5.630307753,26.60469755,100,11.93515119,6.724492491,31.94704548,81,8.472861402,4.721947253,22.20439461,66,6.254981809,3.386108192,19.40286957,97,10.23291609,6.546542517,24.94017594,129,11.54981201,7.471712692,27.44628428,126,9.857430536,6.418092525,23.41872555,147,9.606568741,6.259263767,22.23319633,136,9.774695365,6.371456151,22.93934843
araD,NC_000913,complement(65855..66550),945294,1.967312149,1.722100998,0.784169756,0.03229979,0.078876896,1,5,1.592717933,0.875970235,1.203021392,6,1.622864072,0.926262387,1.138115267,6,2.021495467,1.160737381,1.447603444,11,3.198719448,1.76203188,2.293951126,4,1.439391225,0.783558538,1.143772508,6,2.1630497,1.202548142,1.755242105,4,1.40962034,0.792773218,1.108529065,7,2.823280591,1.590690293,2.236293184,6,2.120920606,1.181994459,1.644769971,4,1.281062105,0.693497603,1.175931489,7,2.495478293,1.596490639,1.799806511,1,0.302561234,0.195730512,0.212761894,3,0.793126595,0.516398249,0.557588704,6,1.325043964,0.863346727,0.907477401,6,1.457282169,0.949902692,1.012030078
araA,NC_000913,complement(66835..68337),947511,4.071952539,1.355147064,0.438449425,0.028025268,0.070054087,1,25,3.687730143,2.028194556,6.015106962,43,5.38579241,3.073983225,8.156492744,26,4.056440671,2.329197566,6.272948255,34,4.578388496,2.522030025,7.090394389,18,2.999449979,1.632804617,5.146976288,24,4.006607029,2.227474403,7.02096842,27,4.406118667,2.4780097,7.482571187,15,2.80154447,1.578443746,4.792056822,32,5.238095337,2.919203881,8.772106511,24,3.559358184,1.926843638,7.055588934,19,3.136603455,2.006652619,4.885189101,28,3.923029494,2.537855096,5.957333023,27,3.305485689,2.152174739,5.018298333,33,3.374762672,2.19886312,4.991125706,27,3.036731705,1.979437945,4.554135351
araB,NC_000913,complement(68348..70048),946017,2.06735798,1.212126497,0.277540266,0.265969767,0.405416369,1,13,1.694404686,0.931896377,3.12785562,22,2.434773141,1.389665851,4.173089311,18,2.481412425,1.424820489,4.342810331,20,2.37967905,1.310859054,4.170820229,16,2.355829025,1.282437959,4.575090034,12,1.770114746,0.984095834,3.51048421,6,0.865163806,0.486569806,1.662793597,17,2.805497267,1.580670828,5.430997732,16,2.314184977,1.289701185,4.386053255,12,1.572520679,0.85127748,3.527794467,16,2.333891515,1.493114954,4.113843454,15,1.856989585,1.20130896,3.191428405,18,1.947146773,1.267771363,3.345532222,18,1.626508993,1.059769527,2.722432203,18,1.788833139,1.166018119,3.036090234
araC,NC_000913,70387..71265,944780,42.87505229,-1.151969462,-0.204102472,0.102474387,0.196117791,1,146,36.82494322,20.25314935,35.12822466,159,34.05245159,19.4357036,30.16005456,115,30.67889594,17.61574137,27.74573267,125,28.78152776,15.85445998,26.06762643,136,38.75057333,21.09457251,38.88826529,119,33.96898528,18.88506775,34.81230175,106,29.57797218,16.63470903,29.37602021,112,35.767978,20.15236303,35.78069094,116,32.4676993,18.09433156,31.7988861,144,36.51682833,19.768232,42.33353361,145,40.93022417,26.1852487,37.2817063,190,45.5184273,29.44641963,40.4247598,201,42.07631328,27.39554397,37.35844314,249,43.54103511,28.36963236,37.66031214,220,42.30926161,27.57851729,37.10776953
yabI,NC_000913,71351..72115,944783,36.24244715,-1.133574728,-0.1808795,0.256009186,0.393576837,1,85,24.63403736,13.54833964,20.45136367,126,31.00625004,17.6970602,23.9004206,91,27.89399497,16.01665856,21.95531889,116,30.68946088,16.90545524,24.19075733,91,29.79257603,16.21812534,26.02082457,83,27.22332355,15.13481505,24.28084912,95,30.45885518,17.13011934,26.32756529,114,41.83200284,23.56895062,36.41963185,75,24.12027356,13.44228993,20.55962463,78,22.72754887,12.30346335,22.93066404,137,44.43489192,28.42737169,35.22478457,104,28.62822532,18.51994425,22.12723694,140,33.67418536,21.9249871,26.02080617,187,37.57235774,24.48067607,28.28304567,167,36.9025754,24.0542679,28.1681705
